playerid;overallrating;potential;birthdate;playerjointeamdate;contractvaliduntil;haircolorcode;eyecolorcode;skintonecode;headtypecode;bodytypecode;height;weight;preferredfoot;skillmoves;internationalrep;hashighqualityhead;isretiring;nationid;preferredposition1;preferredposition2;preferredposition3;preferredposition4;firstname;lastname;acceleration;sprintspeed;agility;balance;jumping;stamina;strength;reactions;aggression;interceptions;positioning;vision;ballcontrol;crossing;dribbling;finishing;freekickaccuracy;headingaccuracy;longpassing;shortpassing;marking;shotpower;longshots;standingtackle;slidingtackle;volleys;curve;penalties;gkdiving;gkhandling;gkkicking;gkreflexes;gkpositioning
253054;74;82;153292;159501;2027;3;6;2;29;1;178;70;1;3;1;0;0;14;10;14;-1;-1;Hayden;Hackney;65;69;73;75;66;84;66;73;82;69;68;72;73;58;71;60;57;55;73;74;70;68;60;72;71;56;64;56;14;14;14;9;12
253130;75;82;153217;161698;2030;5;4;3;1502;1;178;65;1;4;1;1;0;45;12;16;23;-1;Robert;Navarro Muñoz;80;82;76;74;68;70;65;72;61;40;70;73;78;65;79;70;61;49;64;73;24;68;64;44;27;59;73;71;11;9;12;14;15
256725;74;82;153357;161375;2029;0;9;5;1539;7;170;62;1;4;1;0;0;38;18;14;-1;-1;Fábio Leandro;Carvalho;77;74;82;86;50;62;39;71;42;39;75;71;78;60;76;73;53;43;69;73;49;66;65;54;32;61;65;49;14;5;8;10;10
257073;76;82;153282;161744;2029;0;3;4;1533;1;180;78;1;4;1;1;0;38;27;16;25;-1;Tiago;B. de Melo Tomás;85;87;78;80;79;80;66;72;61;40;79;70;81;59;80;78;51;67;65;74;35;74;65;37;29;70;68;70;8;14;9;7;13
257090;76;82;153685;160449;2028;0;9;10;1033;2;183;83;1;2;1;1;0;18;5;10;14;-1;Ismaël;Doukouré;59;68;55;63;79;70;80;75;74;76;56;66;69;45;62;33;22;73;72;76;74;59;45;78;77;38;45;37;9;14;14;12;11
258171;74;82;153501;161391;2028;6;3;3;1506;1;182;70;1;3;1;1;0;145;14;18;-1;-1;Hannibal;Mejbri;74;77;78;77;76;90;76;73;88;70;70;73;76;69;75;60;67;57;72;75;67;70;62;72;70;60;76;56;9;5;10;7;11
259170;72;82;153668;161316;2029;3;9;2;4004;1;175;67;1;3;1;0;0;38;27;16;12;-1;Rodrigo;Martins Gomes;80;80;82;76;57;67;42;75;52;54;71;66;73;60;75;73;41;52;64;70;54;69;61;49;51;45;56;56;10;13;10;10;14
259306;74;82;153162;161760;2030;0;4;1;3510;1;179;74;2;3;1;1;0;47;18;14;12;-1;Fabian;Rieder;75;73;79;82;58;75;59;67;53;54;69;79;75;54;74;70;74;38;74;75;45;73;73;59;53;42;75;66;13;9;12;11;13
259714;74;82;153301;160649;2026;3;4;2;1509;4;192;79;1;3;1;1;0;21;18;14;10;25;Merlin;Röhl;78;83;74;67;78;82;71;73;56;68;74;76;74;59;78;66;39;61;68;76;59;69;63;66;59;60;53;52;11;14;10;8;7
260407;75;82;153482;161540;2030;0;9;9;1549;2;181;77;1;4;2;1;0;18;25;-1;-1;-1;Elye;Wahi;83;85;80;81;81;61;71;74;57;28;74;66;77;64;78;75;60;67;60;72;25;79;75;29;23;85;66;66;13;7;5;14;12
260523;75;82;153718;161749;2029;3;5;1;3503;1;175;63;1;4;1;0;0;95;14;10;18;-1;Paxten;Aaronson;80;85;79;80;59;82;48;75;69;76;70;74;76;61;75;72;51;47;72;76;70;72;75;72;66;58;68;52;8;9;9;12;13
260876;73;82;153657;159510;2028;1;8;2;2019;4;192;77;2;4;1;0;0;13;14;10;18;-1;Maurits;Kjaergaard;71;78;73;62;77;77;79;73;73;68;72;76;74;68;72;67;69;59;72;73;62;76;71;66;61;66;73;62;9;6;11;8;12
261616;76;82;153251;161719;2029;5;2;1;2027;1;174;68;2;3;1;1;0;18;7;16;-1;-1;Quentin;Merlin;76;73;74;81;70;74;56;76;69;70;73;74;76;78;77;49;71;61;71;75;72;69;68;77;74;64;74;55;11;11;12;9;10
262042;76;82;153261;161333;2030;5;2;2;47;5;193;87;2;2;1;0;0;18;5;-1;-1;-1;Maxime;Estève;72;77;44;62;86;77;85;73;78;74;36;46;66;53;63;35;32;72;59;69;78;61;32;77;75;34;45;38;12;14;14;11;7
262510;73;82;153146;160602;2027;6;2;1;24;1;181;70;1;2;1;1;0;45;14;10;-1;-1;Beñat;Turrientes Imaz;66;65;71;82;63;76;59;71;71;70;72;74;74;62;71;61;71;56;75;75;69;65;61;70;68;50;66;56;7;11;7;8;12
262745;76;82;152933;161717;2030;6;4;2;4016;5;185;77;1;3;1;1;0;129;14;10;-1;-1;Neil;El Aynaoui;57;66;69;52;83;82;75;76;64;76;69;77;78;74;75;61;53;73;79;79;69;64;64;76;67;46;66;79;10;5;7;5;14
264330;75;82;153534;161754;2029;3;2;2;2005;3;173;75;1;4;1;0;0;22;14;10;-1;-1;Christos;Zafeiris;82;74;84;85;79;82;74;76;76;69;69;75;78;69;78;67;68;59;74;74;65;74;74;68;67;63;70;63;14;11;7;12;9
264422;76;82;153567;161335;2028;0;3;2;11;2;182;81;1;3;1;1;0;18;25;27;16;-1;Matthis;Abline;83;90;84;79;79;81;67;72;33;35;78;75;79;71;83;75;53;68;53;69;35;77;78;22;18;73;69;72;13;14;12;9;12
247463;77;82;152934;161027;2028;21;3;10;1012;2;178;66;1;3;1;1;0;95;25;18;-1;-1;Folarin;Balogun;82;85;76;76;86;65;73;76;56;18;78;62;77;58;78;79;52;75;57;69;18;79;72;15;16;77;59;71;10;12;12;10;13
234205;78;82;152151;161333;2028;6;3;2;555;5;188;84;2;2;2;1;0;163;5;7;-1;-1;Hiroki;Ito;74;74;66;67;84;59;77;82;72;81;56;66;77;68;69;48;45;74;80;77;83;78;64;78;77;45;52;47;13;10;10;10;10
226754;80;82;151624;159540;2027;0;3;3;1508;2;175;70;2;3;3;1;0;97;10;14;-1;-1;Ismaël;Bennacer;79;73;86;84;76;78;69;80;83;76;71;77;82;78;83;67;75;62;82;84;75;82;74;81;76;64;79;72;9;12;10;15;16
228174;79;82;151654;160602;2029;0;3;4;1523;3;183;92;1;2;1;1;0;95;5;-1;-1;-1;Cameron;Carter-Vickers;79;78;77;78;91;74;90;80;80;74;27;57;76;37;65;24;30;75;70;76;78;65;21;78;75;26;36;38;13;6;8;10;16
235661;76;82;152426;161034;2027;0;3;2;3518;2;177;75;1;3;1;0;0;48;10;14;-1;-1;Doğucan;Haspolat;68;59;74;83;60;77;68;70;73;76;56;70;77;61;68;47;77;44;77;78;72;72;65;73;73;50;72;47;13;10;5;12;13
236830;77;82;152211;161547;2028;0;9;8;1033;2;182;77;2;3;1;0;0;214;10;14;5;-1;Zaydou;Youssouf;68;72;72;74;75;80;81;75;80;72;76;75;82;63;81;60;68;59;76;79;72;74;68;74;65;59;70;62;13;9;10;11;12
237034;79;82;152131;161552;2030;0;3;5;2518;2;175;73;1;4;1;1;0;56;25;18;-1;-1;Juan Camilo;Hernández Suárez;84;79;81;80;90;79;76;78;78;23;78;75;82;68;82;79;70;77;76;79;44;79;78;43;40;73;72;70;9;11;11;6;9
239810;77;82;152804;160816;2028;3;7;2;2015;2;178;74;1;3;1;1;0;7;10;14;-1;-1;Nicolas;Raskin;78;68;82;88;76;84;65;80;82;72;64;71;76;66;72;58;67;66;74;79;71;71;67;77;72;58;69;58;14;14;13;7;11
234569;80;83;152250;158776;2026;0;9;9;1024;1;184;76;1;2;1;1;0;38;10;14;5;-1;Florentino;Morris Luís;55;55;73;68;73;85;78;76;80;84;67;69;76;41;72;35;44;67;76;77;81;65;58;82;81;36;44;38;6;14;14;14;10
238756;78;83;152421;161698;2030;3;3;2;3;4;194;79;1;3;1;1;0;36;25;-1;-1;-1;Jørgen Strand;Larsen;72;78;55;57;87;82;86;79;72;26;82;70;78;45;69;82;55;75;54;73;29;76;79;27;23;74;57;69;7;14;14;9;8
240734;78;83;152710;161389;2026;3;4;5;2019;4;187;80;2;3;1;1;0;13;18;14;10;-1;Matt;O'Riley;67;68;70;78;74;84;72;79;71;67;78;81;78;74;76;77;74;66;79;81;66;81;76;70;65;74;78;77;14;12;5;6;13
240913;79;82;151981;161670;2030;2;10;1;37;4;188;81;1;1;1;1;0;25;0;-1;-1;-1;Caoimhin;Kelleher;45;39;44;48;68;19;71;77;21;12;4;56;37;13;25;6;11;13;50;48;18;59;8;10;14;9;12;30;77;76;79;80;78
241187;78;82;152584;161393;2026;21;9;9;4502;5;185;84;1;2;2;1;0;34;5;3;7;12;Lutsharel;Geertruida;76;69;69;68;89;76;80;75;73;77;69;69;77;70;76;66;30;79;74;76;76;65;45;81;78;38;56;45;12;11;13;10;12
241707;79;82;152043;161343;2028;0;3;10;1031;4;189;79;2;2;1;1;0;136;14;10;-1;-1;Pape;Gueye;66;70;72;68;78;82;81;77;79;78;75;79;81;67;77;60;55;68;79;81;78;81;72;80;74;49;51;52;12;12;12;12;14
242434;80;83;152780;158991;2027;20;3;2;1502;390;185;75;1;4;1;1;0;14;18;14;10;-1;Curtis;Jones;68;79;74;73;71;83;74;80;74;71;79;79;82;67;84;75;51;55;79;83;72;77;73;77;71;69;75;60;6;13;7;7;11
243057;79;82;152853;160611;2029;3;8;2;1536;1;183;72;1;2;1;1;0;50;7;3;-1;-1;Neco;Williams;70;73;73;73;78;79;64;78;75;78;66;68;74;77;74;45;55;66;69;74;79;60;47;79;82;36;67;45;10;11;7;15;14
243657;78;82;152822;160664;2026;6;2;1;4;1;182;80;1;3;1;1;0;14;10;14;-1;-1;James;Garner;62;55;69;57;70;76;69;79;74;78;66;78;78;76;75;60;78;65;80;80;75;84;77;77;76;53;79;66;10;7;7;12;5
243702;79;83;152606;160620;2029;0;9;8;1029;1;184;71;1;3;1;0;0;14;7;3;-1;-1;Djed;Spence;87;88;78;67;87;76;75;78;71;74;75;72;78;76;82;38;28;71;65;78;77;54;45;77;75;27;72;37;13;8;7;6;11
244973;77;82;152684;160602;2027;6;5;2;4;1;182;69;1;3;1;0;0;83;14;18;10;-1;Marcel;Ruiz;74;74;81;72;72;82;64;74;58;72;72;78;80;68;74;61;68;60;79;81;68;72;70;64;63;60;72;65;14;14;6;7;8
245037;80;85;152759;160237;2026;3;4;3;1509;2;182;76;1;2;2;1;0;45;5;3;10;-1;Eric;García Martret;70;75;68;65;84;74;78;78;79;80;60;74;80;65;71;56;31;79;80;83;81;58;50;82;79;42;65;44;11;9;12;7;11
245152;79;84;152858;161550;2029;5;10;3;2017;5;185;79;2;3;2;1;0;83;25;-1;-1;-1;Santiago;Giménez;77;79;75;71;77;64;68;75;78;51;84;75;78;64;77;81;52;80;69;74;45;83;76;39;22;70;72;81;6;14;12;10;6
246565;79;84;152756;161741;2030;0;3;9;1037;2;184;82;1;2;1;1;0;18;5;-1;-1;-1;Bafodé;Diakité;66;77;69;65;86;78;79;78;81;77;64;59;74;67;68;41;36;84;65;73;77;62;36;81;80;39;52;48;7;10;8;5;13
246871;77;82;152892;161333;2026;4;5;5;1541;4;186;81;1;3;1;1;0;52;10;14;-1;-1;Enzo;Barrenechea;58;56;64;65;59;79;67;73;76;75;72;74;78;54;76;66;54;45;79;81;76;74;73;76;69;61;63;62;7;9;14;6;9
248484;79;82;152870;160970;2029;5;5;2;3512;5;193;81;1;2;1;1;0;25;5;-1;-1;-1;Nathan;Collins;55;68;46;47;84;80;83;78;77;79;33;50;66;50;64;29;25;81;66;70;80;46;19;79;80;22;39;35;9;10;6;9;13
248793;78;82;152339;161337;2029;19;5;1;3503;4;188;78;1;3;1;1;0;34;10;3;14;-1;Mats;Wieffer;67;67;67;65;82;77;76;75;84;79;63;74;78;68;73;62;52;76;78;79;73;75;69;78;72;68;69;55;7;12;14;7;12
251377;79;82;152243;160980;2028;4;4;4;1531;2;178;70;1;3;1;1;0;60;18;14;16;-1;Rodrigo;Zalazar;78;82;85;77;71;81;68;75;81;71;77;79;82;74;75;79;76;54;80;79;67;88;84;68;62;70;83;67;7;7;9;12;5
251421;79;83;152893;161029;2028;6;3;5;1033;4;186;73;1;3;1;1;0;50;23;12;27;-1;Brennan;Johnson;87;85;81;66;70;78;52;78;48;23;83;78;78;78;78;82;43;58;63;74;45;74;68;45;53;73;64;67;14;7;13;13;5
251479;80;86;152741;161702;2030;6;1;1;3;1;183;72;2;2;1;1;0;7;7;16;-1;-1;Maxim;De Cuyper;78;75;79;78;76;87;67;77;79;75;75;81;80;85;78;70;73;65;79;78;76;78;74;76;75;68;78;78;11;8;7;8;7
252064;78;82;152129;161333;2026;3;3;1;44;5;191;87;2;3;1;1;0;12;5;14;10;-1;Ladislav;Krejčí;68;75;55;65;89;79;85;75;88;77;73;70;72;56;69;62;54;82;74;75;75;78;68;76;74;65;55;76;9;5;6;6;14
254566;77;83;152900;160602;2027;5;2;2;3503;1;182;77;1;5;2;1;0;4;18;16;14;25;Patrick;Wimmer;83;84;85;83;70;78;73;75;65;48;76;78;79;73;82;70;50;44;66;74;53;75;68;47;45;57;64;52;12;13;9;13;14
255223;78;82;152515;161749;2030;0;9;5;5001;1;174;72;2;4;1;1;0;129;25;16;18;-1;Amine;Adli;87;82;86;84;91;64;67;76;73;30;78;73;82;66;83;79;52;74;63;75;44;79;72;38;35;67;73;68;10;8;14;12;8
255854;74;82;152758;160237;2026;6;3;1;1519;1;184;77;2;2;1;1;0;45;5;-1;-1;-1;Jon;Pacheco Dozagarat;47;49;39;59;73;58;72;74;70;74;33;42;71;25;36;18;24;75;64;75;75;32;16;76;74;21;31;36;14;13;14;8;14
256612;80;83;152298;161379;2029;0;9;4;2518;2;183;80;1;3;1;1;0;54;25;-1;-1;-1;F. Evanilson;de Lima Barbosa;75;76;69;69;86;74;78;83;73;37;84;70;79;47;78;81;50;77;67;75;22;81;73;41;26;79;68;69;13;11;6;7;14
257191;79;82;151973;161719;2029;19;3;2;35;4;194;88;1;3;2;1;0;21;10;14;-1;-1;Anton;Stach;68;71;62;48;85;82;81;79;74;88;74;76;77;75;74;59;74;76;75;76;70;85;78;79;78;54;71;51;7;14;8;11;7
257278;80;84;152530;161549;2029;3;2;1;9;5;185;78;2;2;1;1;0;7;5;7;-1;-1;Arthur;Theate;66;68;64;56;82;82;82;80;82;83;29;70;75;68;70;23;37;75;76;77;81;70;58;81;77;24;53;32;7;6;12;10;11
257784;75;82;152513;160421;2025;0;3;4;1510;8;170;70;1;2;1;0;0;83;10;14;5;-1;Erik;Lira;77;72;72;78;75;84;68;68;78;66;55;65;72;50;66;53;52;62;76;77;67;71;61;82;80;43;56;55;11;13;12;14;10
257876;78;84;152874;160967;2028;16;7;1;4001;2;180;80;1;2;1;1;0;4;10;14;5;-1;Nicolas;Seiwald;74;70;77;76;76;79;72;78;78;82;68;74;75;73;72;58;60;63;79;75;75;70;66;78;73;58;73;54;5;8;7;7;14
258444;79;84;152932;161736;2030;0;3;10;1002;5;188;79;1;3;1;1;0;108;12;23;25;-1;Evann;Guessand;79;86;75;59;91;76;84;76;58;25;80;69;80;77;81;79;52;76;69;75;32;78;72;39;18;71;68;61;7;10;7;5;6
258908;80;83;152544;159943;2027;4;2;2;3510;4;189;79;1;2;1;1;0;34;5;-1;-1;-1;Jan Paul;van Hecke;66;68;55;60;90;70;79;79;83;79;35;74;73;50;70;35;65;77;80;80;80;70;50;80;83;30;70;55;11;9;8;5;7
258911;78;82;152712;161760;2029;21;9;9;1021;5;197;97;1;2;1;0;0;133;25;-1;-1;-1;Toluwalase;Arokodare;71;79;41;36;91;71;91;72;64;18;76;52;79;35;75;81;55;78;52;75;22;79;75;35;21;72;57;66;9;8;12;9;14
263617;78;84;152789;159506;2031;3;2;2;1501;2;180;72;1;2;1;1;0;45;10;14;5;-1;Beñat;Prados Díaz;70;66;78;82;76;82;73;78;80;76;66;75;77;65;71;60;49;70;75;77;77;70;63;78;73;52;60;47;15;8;13;8;9
263781;77;83;152922;160421;2028;0;4;3;1036;2;173;74;1;3;2;1;0;54;3;12;14;-1;Vanderson;de Oliveira Campos;79;78;76;79;77;77;67;75;71;72;72;74;76;77;78;63;72;68;67;76;71;62;59;74;74;61;74;49;8;8;6;7;6
263880;76;83;152745;159141;2026;6;4;1;12;4;187;80;2;1;1;1;0;45;0;-1;-1;-1;Julen;Agirrezabala;30;36;33;35;56;26;60;69;24;12;6;55;35;16;13;7;9;6;40;43;10;59;10;13;12;15;8;13;76;74;78;75;77
266097;78;84;152776;159872;2028;0;4;7;3000;1;173;71;2;4;1;1;0;130;12;16;18;23;Geny;Cipriano Catamo;92;91;88;80;68;79;50;74;56;65;76;72;82;72;82;74;54;52;59;70;67;73;78;66;58;71;74;53;10;7;10;8;9
269626;80;85;152300;161713;2030;21;4;2;3518;4;194;89;1;1;1;1;0;51;0;-1;-1;-1;Đorđe;Petrović;40;43;45;34;67;37;73;79;27;15;11;50;45;11;20;11;12;13;50;47;20;55;11;15;17;11;12;13;80;78;73;82;78
270571;80;83;152196;161367;2029;0;4;5;1007;3;177;79;2;4;1;1;0;54;14;18;12;10;Gabriel Davi;Gomes Sara;75;73;77;76;78;79;73;80;79;65;77;83;81;82;80;72;79;68;84;83;69;83;76;70;65;67;84;55;14;14;10;9;6
73562;80;85;152180;161350;2028;5;2;2;2001;5;190;80;1;1;3;0;0;54;0;-1;-1;-1;Bento Matheus;Krepski;39;40;34;34;61;19;58;77;22;9;6;69;16;11;9;5;13;13;23;17;5;58;9;13;10;9;14;15;79;76;77;83;81
228383;79;84;152027;161333;2030;3;3;2;1502;5;195;85;1;1;1;0;0;37;0;-1;-1;-1;Kamil;Grabara;42;42;45;48;70;38;71;66;36;23;16;57;35;18;20;15;24;24;49;48;25;55;16;19;18;15;20;24;80;76;73;84;78
235633;78;83;152339;161700;2030;0;3;5;1007;4;190;74;1;1;1;1;0;136;0;-1;-1;-1;Yehvann;Diouf;52;48;48;38;67;44;62;75;26;15;6;41;21;13;13;8;13;14;30;35;13;57;8;11;16;7;12;11;78;77;76;80;76
238186;79;84;152296;161702;2029;2;2;2;8;5;199;99;1;1;1;1;0;37;0;-1;-1;-1;Marcin;Bułka;28;25;41;28;67;37;82;73;25;11;8;49;15;12;13;8;14;10;33;35;15;53;7;10;14;5;13;18;79;76;71;81;79
239892;79;82;152573;158779;2029;20;7;4;4015;2;173;65;2;4;1;1;0;48;12;16;18;23;Yunus;Akgün;87;84;89;88;58;76;47;73;61;32;74;75;80;76;82;75;67;52;72;77;34;80;78;38;35;73;81;67;6;9;8;7;7
240225;78;82;152075;161316;2029;5;2;2;1508;5;192;82;1;1;1;0;0;40;0;-1;-1;-1;Matvey;Safonov;46;42;55;34;65;34;65;70;38;15;8;58;26;13;15;8;11;13;26;39;20;56;7;14;12;7;15;12;79;74;75;80;77
241508;80;83;152569;160642;2030;6;3;2;17;1;180;70;1;4;1;1;0;13;18;14;-1;-1;Mikkel;Damsgaard;70;66;82;86;65;78;62;80;68;69;78;84;80;79;81;74;78;52;82;83;60;72;74;74;64;68;82;64;6;10;14;7;11
241509;80;83;152145;158768;2029;0;9;4;1523;1;171;62;2;4;1;0;0;54;7;10;3;16;Mauro Jaqueson;J. Ferreira Santos;82;83;90;83;55;85;41;79;81;80;76;77;81;74;79;63;73;58;74;77;78;68;69;77;74;65;76;68;7;14;6;8;13
241811;79;82;152632;161344;2030;6;4;2;4003;2;173;71;2;4;1;1;0;45;16;14;7;-1;Sergio;Gómez Martín;76;70;82;83;64;78;58;75;68;75;75;80;79;81;79;73;76;47;76;81;72;77;75;74;72;69;78;78;11;7;9;10;11
241854;77;82;152349;160650;2026;18;8;3;4003;5;191;85;1;2;1;1;0;34;5;-1;-1;-1;Perr;Schuurs;61;74;55;36;78;50;75;70;70;79;44;66;72;66;66;57;71;75;74;76;80;85;70;82;80;52;68;57;10;13;9;6;7
242238;78;83;152422;161517;2027;0;9;10;1021;5;192;88;1;2;1;1;0;18;5;-1;-1;-1;Oumar;Solet;70;86;60;51;82;85;88;75;77;78;59;66;72;31;69;35;34;70;76;79;80;64;39;78;74;33;35;42;12;14;10;15;14
242444;80;83;152333;161726;2027;6;4;4;2019;390;181;70;1;5;3;1;0;38;18;25;16;-1;João;Félix Sequeira;79;75;85;81;75;70;60;79;72;45;82;80;81;76;82;79;67;68;72;79;35;82;79;47;47;80;83;70;13;12;14;14;13
242816;79;82;152244;160636;2027;6;3;4;20;7;169;56;1;3;3;0;0;45;14;18;-1;-1;Ricard;Puig Martí;74;72;81;82;51;70;33;78;66;53;78;85;84;60;81;72;51;49;83;89;43;70;74;55;50;56;69;55;12;15;14;9;12
243627;78;83;152595;161769;2028;0;4;3;1503;4;186;78;1;3;1;1;0;18;10;14;-1;-1;Yacine;Adli;72;69;71;66;73;64;67;78;76;73;71;82;81;74;78;66;75;62;86;82;76;73;75;76;68;68;77;60;14;12;9;14;10
243780;79;84;152800;160974;2028;21;4;4;559;2;173;66;2;4;2;1;0;167;23;14;12;-1;Kang In;Lee;75;69;86;87;70;73;56;76;72;53;78;80;82;81;82;75;77;65;79;80;45;79;75;51;42;75;82;70;11;12;12;14;8
243923;77;84;152841;161385;2030;0;9;9;1036;4;190;85;1;2;1;1;0;104;5;-1;-1;-1;Logan;Costa;59;60;56;55;82;75;79;74;77;75;28;40;70;55;68;38;31;79;68;75;77;59;33;78;77;27;48;39;6;12;13;7;7
247679;80;84;152742;160988;2026;0;3;10;3003;6;190;91;1;4;3;1;0;133;25;-1;-1;-1;Victor;Boniface;65;69;68;60;87;55;90;76;79;33;82;74;82;48;84;81;58;78;60;75;38;91;77;31;26;79;70;72;14;5;7;12;7
250955;78;82;152477;160155;2029;5;5;1;2017;4;187;77;1;2;1;1;0;10;5;3;7;12;Josip;Stanišić;68;77;66;64;82;71;75;76;75;78;53;58;73;72;68;44;23;77;60;74;80;52;37;79;81;29;67;37;11;6;10;12;9
251804;79;83;152692;161333;2028;0;3;5;1016;2;173;68;1;4;1;1;0;95;3;7;12;-1;Sergiño;Dest;89;86;89;88;78;76;68;77;73;73;73;76;82;76;84;60;43;59;71;80;72;65;62;76;75;46;74;39;11;10;10;15;15
252802;80;85;152744;161757;2030;0;9;10;1012;5;190;79;1;3;1;1;0;108;5;3;-1;-1;Wilfried;Singo;72;87;73;60;89;79;85;79;84;78;66;64;76;73;74;55;40;80;70;75;77;81;51;81;80;50;67;46;11;6;7;7;13
252929;76;82;152782;161710;2030;0;3;2;1503;1;178;75;1;3;1;0;0;45;27;16;-1;-1;Borja;Sainz Eguskiza;82;80;81;79;59;70;55;73;83;42;76;71;78;71;79;75;62;34;64;74;48;82;78;50;40;65;76;66;11;5;7;11;9
253072;79;82;152194;161737;2028;0;9;4;2002;4;187;81;1;3;3;1;0;60;25;27;16;-1;Darwin;Núñez;86;89;68;66;93;79;81;74;84;45;81;78;77;69;78;77;61;77;68;74;42;87;75;52;39;74;75;78;14;10;12;13;10
254548;78;82;152695;160267;2028;2;1;1;4003;2;173;65;2;3;1;1;0;18;7;16;5;-1;Melvin;Bard;77;78;73;80;76;81;74;75;77;76;69;64;75;75;73;45;33;59;68;74;76;70;52;78;75;40;70;45;12;12;5;14;7
254551;78;83;152689;161761;2031;0;3;3;1510;2;176;71;1;4;1;0;0;20;25;-1;-1;-1;Georges;Mikautadze;82;82;85;81;82;76;73;75;72;28;80;71;81;72;82;80;73;69;68;76;39;81;76;40;40;80;71;82;12;9;9;7;5
255566;78;83;152716;161007;2028;21;3;5;3;1;183;75;2;2;1;1;0;38;10;14;-1;-1;Samuel;Almeida Costa;65;57;67;64;80;82;76;76;81;75;64;71;76;58;69;59;52;75;76;77;76;79;72;79;75;50;47;54;6;7;12;9;14
256325;78;82;152443;161017;2028;21;9;2;1501;5;185;82;1;2;1;0;0;10;5;-1;-1;-1;Josip;Šutalo;75;79;62;48;88;71;87;77;71;83;37;64;77;45;73;27;22;74;75;74;78;43;29;78;76;26;29;39;8;15;7;14;11
257980;79;82;152683;161728;2030;0;9;7;1050;2;184;79;1;3;1;1;0;47;16;12;27;-1;Dan;Ndoye;86;92;84;74;73;81;65;75;59;62;76;70;81;76;83;74;57;53;63;71;59;75;68;67;65;67;74;60;10;14;10;12;15
258466;77;83;152572;159842;2030;0;4;5;1503;4;189;83;1;1;1;1;0;45;0;-1;-1;-1;Leo;Román Riquelme;49;48;50;47;67;44;68;76;23;14;11;49;18;14;16;12;12;12;25;28;12;55;10;14;15;10;14;15;77;75;73;78;75
258885;77;85;152764;161383;2030;0;9;6;3005;6;194;88;2;1;1;1;0;54;0;-1;-1;-1;Luiz Lúcio;Reis Júnior;29;31;31;25;63;22;72;75;24;14;8;52;18;13;10;9;14;13;26;24;6;53;5;10;12;6;13;14;77;77;70;77;77
261264;76;84;152828;161392;2026;5;3;2;4002;5;185;79;1;2;1;0;0;4;5;-1;-1;-1;David;Affengruber;74;72;71;77;87;89;83;74;76;77;56;53;68;30;68;38;33;75;71;71;76;46;42;74;73;34;38;41;8;15;5;12;11
262402;80;83;152208;161350;2027;3;3;3;1502;4;185;77;2;3;1;1;0;45;7;16;-1;-1;Sergi;Cardona Bermúdez;86;83;74;74;81;85;71;76;73;76;73;75;81;80;78;50;34;65;71;81;74;75;54;80;73;45;74;44;6;11;11;7;15
262880;77;84;152859;160660;2027;0;3;9;1036;1;184;79;1;2;1;1;0;133;10;14;5;-1;Raphael;Onyedika;74;73;69;77;79;88;80;72;80;75;54;66;75;51;70;59;44;63;72;77;78;80;69;75;70;51;59;48;9;5;12;11;13
262881;79;83;152538;161720;2030;6;9;6;1523;5;187;77;1;3;1;0;0;56;14;10;-1;-1;Richard;Ríos;83;80;84;79;78;88;79;83;85;68;62;78;83;74;82;67;72;52;78;80;74;78;75;79;71;70;73;53;9;10;14;10;6
263205;80;83;152528;160245;2028;15;4;4;42;5;186;80;1;4;3;1;0;48;16;12;27;-1;Barış Alper;Yılmaz;92;93;85;81;92;93;90;80;86;67;81;78;79;71;77;76;50;70;69;75;71;86;74;68;64;77;71;58;13;9;11;8;13
264697;80;84;152514;161698;2029;0;3;4;1530;8;170;61;1;4;1;0;0;97;25;27;16;18;Mohamed;Amoura;94;87;93;93;78;86;45;83;66;39;85;75;86;63;85;83;54;63;66;77;45;78;78;48;53;84;74;74;9;7;11;9;9
266160;75;82;152932;161008;2026;3;4;4;32;1;181;73;2;3;1;0;0;45;5;7;-1;-1;Mika;Mármol Medina;83;82;72;68;86;75;74;69;72;76;52;69;72;61;73;34;31;71;72;74;75;44;37;76;75;33;48;39;9;14;9;6;13
266797;75;82;152468;161382;2028;0;9;6;1036;1;184;72;2;2;1;0;0;60;5;7;16;-1;Gastón;Álvarez;70;80;59;59;79;66;79;72;84;77;28;40;68;72;65;21;32;70;55;68;79;42;19;74;73;29;50;40;10;11;12;12;8
266872;80;83;151829;160451;2030;20;5;3;4022;5;190;80;1;2;3;1;0;27;5;-1;-1;-1;Federico;Gatti;73;78;56;59;88;74;81;79;84;80;45;40;68;38;62;30;46;80;61;68;82;68;39;83;78;42;38;49;6;11;11;6;11
268804;79;84;152626;160613;2027;6;9;2;2522;5;185;80;1;2;1;0;0;45;5;-1;-1;-1;Mario;Gila Fuentes;83;87;74;72;88;82;71;79;76;81;42;62;78;64;72;48;48;79;66;74;81;68;56;78;80;51;64;38;14;10;10;14;6
269493;80;84;152240;160602;2028;0;4;7;1009;5;191;92;2;2;1;1;0;54;5;-1;-1;-1;Alexsandro;de Souza Ribeiro;56;74;38;35;83;72;84;79;82;80;15;64;68;44;56;34;34;80;72;75;79;62;37;82;76;32;51;48;14;15;9;7;11
271400;80;83;152564;161729;2030;21;3;5;1021;8;168;63;1;4;1;1;0;54;16;27;-1;-1;Igor Guilherme;Barbosa da Paixão;83;83;81;89;90;76;68;79;62;22;79;75;80;75;82;80;67;75;72;76;21;82;82;37;29;72;79;64;8;13;11;9;12
