assetid;balltype;teamcolor1g;teamcolor1r;teamcolor2b;teamcolor2r;teamcolor3r;teamcolor1b;latitude;teamcolor3g;teamcolor2g;teamname;adboardid;teamcolor3b;defmentality;powid;rightfreekicktakerid;physioid_secondary;domesticprestige;genericint2;jerseytype;rivalteam;midfieldrating;matchdayoverallrating;matchdaymidfieldrating;attackrating;physioid_primary;longitude;buspassing;matchdaydefenserating;defenserating;defteamwidth;longkicktakerid;bodytypeid;trait1;busdribbling;rightcornerkicktakerid;suitvariationid;defaggression;ethnicity;leftcornerkicktakerid;teamid;fancrowdhairskintexturecode;suittypeid;numtransfersin;captainid;personalityid;leftfreekicktakerid;genericbanner;buspositioning;stafftracksuitcolorcode;ccpositioning;busbuildupspeed;transferbudget;ccshooting;overallrating;ccpassing;utcoffset;penaltytakerid;freekicktakerid;defdefenderline;internationalprestige;form;genericint1;cccrossing;matchdayattackrating
10030;211;75;23;1;1;255;175;51;255;1;SC Paderborn 07;18;255;45;-1;157703;2;9;-1;2;159;65;65;65;65;1;8;50;64;64;37;157703;1;9;42;190667;1;42;2;190667;10030;0;2;0;212879;0;157703;0;0;0;0;49;5000000;37;64;42;1;212879;157703;0;6;0;-1;46;66
10031;240;1;1;255;255;1;1;37;1;255;Portimonense PSC;25;1;45;-1;197838;2;6;-1;1;10020;70;71;71;70;1;-9;51;70;70;48;197838;2;16;42;232296;0;47;4;255255;10031;0;2;0;232296;1;255255;0;0;0;0;49;4000000;48;70;47;0;223345;197838;0;2;0;-1;41;72
10032;211;255;255;1;1;255;255;46;254;1;FC Lugano;1;254;67;-1;210537;2;5;-1;1;110770;64;67;67;67;1;8;69;65;62;64;210537;1;32;78;210537;1;64;2;210537;10032;0;2;0;229845;0;210537;0;0;0;1;67;3000000;64;65;78;1;240317;210537;0;1;0;-1;74;69
10846;242;0;0;255;255;0;0;42;128;255;Burgos CF;1;0;46;-1;234784;2;2;-1;2;110069;66;68;68;68;1;3;69;69;68;42;234784;1;64;38;229764;0;54;2;229764;10846;0;0;0;229764;0;234784;0;0;0;0;73;2000000;72;67;64;1;229764;234784;0;1;0;-1;38;68
15001;51;51;0;255;255;14;153;56;43;255;Lyngby BK;12;137;25;-1;172561;2;12;-1;2;819;67;66;67;67;1;12;70;64;64;30;172561;2;64;25;172561;0;22;2;169538;15001;0;2;0;192979;1;172561;0;0;0;0;73;500000;61;66;41;1;192979;172561;0;5;0;-1;31;67
15005;53;11;196;74;0;220;48;50;15;111;SV Zulte-Waregem;11;53;59;-1;238854;2;14;-1;2;100081;70;70;70;72;1;3;36;68;69;31;238854;1;138;36;238854;1;57;2;238854;15005;0;0;0;176137;0;238854;0;0;0;1;36;3000000;41;71;31;1;204227;238854;0;2;0;-1;61;70
15009;240;250;250;1;1;250;1;47;250;1;SC Rheindorf Altach;1;1;66;-1;216184;2;9;-1;2;191;65;65;65;63;1;9;38;66;66;59;216184;1;0;54;216184;0;59;2;216184;15009;0;2;0;188996;0;216184;0;0;0;0;39;675000;49;65;39;1;188996;216184;0;2;0;-1;49;63
15012;242;255;255;27;222;192;255;42;0;0;Cultural Y Deportiva Leonesa;1;0;46;-1;189573;2;2;-1;2;462;68;69;68;70;1;-5;70;68;68;35;189573;0;64;51;189573;1;65;2;189573;15012;0;1;0;198631;0;189573;0;0;0;0;68;800000;65;69;75;1;189573;189573;0;1;0;-1;51;70
15015;41;245;249;1;1;249;1;52;245;1;Burton Albion;3;1;44;-1;190722;2;4;-1;2;91;65;66;65;68;1;-1;68;66;67;49;190722;1;326;40;173891;1;64;2;173891;15015;0;2;0;140423;1;190722;0;0;0;0;67;800000;79;67;74;0;140423;190722;0;3;0;-1;70;67
15019;242;0;187;255;255;1;0;41;1;255;Gimnàstic de Tarragona S.A.D.;6;1;59;-1;198955;2;3;-1;1;110854;70;71;72;73;1;1;40;70;69;42;198955;1;64;36;198955;0;60;2;198955;15019;0;2;0;204203;0;198955;0;0;0;0;37;1750000;32;71;32;1;204203;198955;0;1;0;-1;32;73
15029;90;50;28;35;230;255;138;-33;255;27;Uni. de Chile;1;255;67;-1;215901;2;18;-1;1;110980;71;71;70;70;1;-70;51;71;72;55;215901;1;180;39;214807;1;55;4;214807;15029;0;2;0;174542;0;215901;0;0;0;1;53;2500000;53;71;39;-3;174542;215901;0;6;0;-1;65;70
100081;53;0;204;255;255;245;0;50;0;255;KV Kortrijk;11;0;44;-1;203633;2;13;-1;2;15005;69;70;71;71;1;3;50;67;66;42;203633;1;264;48;203633;0;54;2;203633;100081;0;0;0;200532;0;203633;0;0;0;0;51;1400000;42;69;54;1;219988;203633;0;1;0;-1;48;72
100087;240;1;215;1;1;255;1;50;255;1;Oud-Heverlee Leuven;1;255;46;-1;209780;2;10;-1;2;110724;65;66;65;65;1;8;52;67;67;69;231423;1;128;77;209780;1;31;2;209780;100087;0;2;0;209780;0;209780;0;0;0;0;50;680000;69;66;31;1;209780;209780;0;5;0;-1;37;65
100133;211;128;0;255;255;255;255;45;255;255;HNK Rijeka;1;128;43;-1;223793;2;18;-1;0;263;63;64;63;62;1;14;55;62;62;47;223793;0;0;54;198080;0;52;2;220742;100133;0;0;0;271223;0;223793;0;1;0;1;54;2000000;60;64;40;1;271223;223793;1;10;0;-1;54;62
100143;240;10;10;225;225;36;102;50;94;225;Slovan Liberec;1;208;50;-1;202380;2;18;-1;0;110468;60;63;60;64;1;15;60;59;59;70;202380;0;0;1;268887;0;75;1;268887;100143;0;0;0;50003;0;202380;0;1;0;1;50;5000000;75;63;65;1;271441;202380;1;10;0;-1;40;64
100325;23;73;2;255;255;2;155;60;73;255;HJK Helsinki;1;155;45;-1;222912;2;10;-1;2;1884;64;62;64;61;1;24;49;63;63;51;222912;0;4;60;222912;1;44;2;222912;100325;0;0;0;205951;0;222912;0;0;0;0;53;500000;51;62;44;2;232023;222912;0;1;0;-1;60;61
100409;37;51;203;56;4;255;59;48;255;106;FC Augsburg;18;255;34;-1;236477;2;12;-1;2;21;74;76;75;78;1;10;56;77;76;59;236477;1;8;52;224425;1;50;2;224425;100409;0;1;0;233216;0;236477;0;0;0;0;59;12000000;66;75;49;1;233216;236477;0;11;0;-1;47;78
100424;211;1;255;255;255;255;1;50;1;255;Rot-Weiß Erfurt;1;1;74;-1;211887;2;5;-1;2;110591;62;63;62;63;1;11;40;63;64;47;239703;1;320;37;211887;1;77;2;211887;100424;0;2;0;203813;1;211887;0;0;0;1;37;500000;37;63;37;2;211887;211887;0;3;0;-1;37;63
100616;211;220;249;36;36;249;32;47;220;36;FC Sheriff;1;32;43;-1;268889;2;20;-1;0;315;61;64;61;63;1;30;44;63;63;53;268889;0;1;55;220027;0;42;2;220027;100616;0;0;0;228733;0;268889;0;1;0;1;46;3000000;47;64;55;2;276804;268889;1;8;0;-1;47;63
100628;211;0;255;255;255;255;0;40;0;255;FC Emmen;14;0;47;-1;165778;2;4;-1;1;1915;50;50;50;50;1;22;56;50;50;47;165778;1;0;56;165778;0;53;2;165778;100628;0;0;0;200997;0;165778;0;1;0;1;45;4000000;54;50;56;2;165778;165778;1;2;0;-1;53;50
100632;40;23;193;62;244;218;26;52;54;215;Go Ahead Eagles;1;44;58;-1;270578;2;8;-1;1;1908;63;66;63;67;1;6;53;65;66;45;262403;1;8;39;262403;0;43;2;262403;100632;0;0;0;262790;0;262403;0;0;0;0;55;4000000;54;66;39;1;270578;270578;0;5;0;-1;56;65
100634;40;255;255;15;15;235;255;52;235;15;Heracles Almelo;14;235;49;-1;228666;2;9;-1;1;1914;67;68;67;70;1;7;49;68;68;46;228666;1;272;50;228666;1;64;2;228666;100634;0;0;0;228666;0;228666;0;0;0;0;53;1700000;46;69;64;1;228666;228666;0;6;0;-1;50;69
100646;40;176;176;255;255;10;0;51;10;255;Sparta Rotterdam;14;10;43;-1;177569;2;12;-1;2;246;67;68;68;68;1;4;51;67;65;43;185171;2;324;33;237895;1;37;2;237895;100646;0;0;0;185171;0;237895;0;0;0;0;51;6000000;43;67;37;1;237895;237895;0;4;0;-1;33;68
100651;40;228;255;6;255;1;12;51;1;255;VVV-Venlo;14;1;45;-1;224185;2;9;-1;2;110636;66;67;67;67;1;6;52;66;66;59;224185;1;0;26;224185;1;66;2;224185;100651;0;0;0;205045;0;224185;0;0;0;0;50;1000000;59;67;66;1;224185;224185;0;9;0;-1;32;68
100764;211;160;90;100;60;255;250;53;255;170;Krylya Sovetov;38;255;41;-1;199058;2;9;-1;2;110227;68;69;68;68;1;50;64;69;69;50;199058;0;8;56;199058;1;38;2;199058;100764;0;2;0;167560;0;199058;0;0;0;0;56;4500000;62;69;39;4;160556;199058;0;6;0;-1;64;68
100765;211;160;57;32;215;255;80;55;255;25;Lokomotiv Moscow;38;255;68;-1;158133;2;17;-1;1;100767;75;76;75;78;1;37;51;75;75;49;158133;0;324;40;158133;1;69;2;158133;100765;0;0;0;222368;1;158133;0;0;0;1;52;15660000;43;76;65;3;222368;158133;0;14;0;-1;39;78
100766;211;225;245;0;0;255;0;43;225;188;Anzhi Makhachkala;38;100;45;-1;199290;2;15;-1;2;110109;68;69;68;67;1;47;69;70;70;66;199290;0;1;42;239717;1;48;2;199290;100766;0;2;0;193895;0;199290;0;0;0;0;67;3000000;76;69;78;3;239717;199290;0;15;0;-1;62;67
100767;211;11;251;255;255;251;11;55;11;255;Spartak Moscow;38;11;68;-1;187492;2;20;-1;1;315;78;77;78;78;1;37;51;76;76;63;187492;1;49;74;224719;0;63;4;224719;100767;0;0;0;187366;0;187492;0;0;0;1;51;27600000;53;77;39;3;187366;187492;0;17;0;-1;73;78
100769;211;180;56;255;255;17;218;59;73;255;Zenit;38;147;59;-1;154950;2;20;-1;2;100767;77;78;77;78;1;30;39;78;78;64;154950;1;176;44;154950;1;42;2;154950;100769;0;0;0;187607;0;154950;0;0;0;0;39;35700000;44;78;34;3;187607;154950;0;16;0;-1;44;78
100804;43;100;45;255;255;51;220;56;120;255;St. Johnstone FC;3;220;47;-1;234915;2;11;-1;2;180;64;65;65;66;1;-3;52;66;64;39;234915;2;32;48;234915;1;33;2;234915;100804;0;0;0;140445;0;234915;0;0;0;0;50;950000;39;65;33;0;140445;234915;0;5;0;-1;47;66
100808;211;0;255;255;255;0;0;49;128;255;FK AS Trenčín;1;255;46;-1;271446;2;16;-1;1;100810;50;50;50;50;1;18;54;50;50;46;271446;1;0;47;271446;0;53;2;271446;100808;0;0;0;272570;0;271446;0;0;0;0;44;3500000;59;50;55;1;271447;271446;0;8;0;-1;56;50
100810;211;182;108;255;255;255;255;49;0;255;Slovan Bratislava;1;0;47;-1;219896;2;17;-1;1;100816;50;50;50;50;1;17;58;50;50;44;219896;1;0;55;219896;0;44;2;219896;100810;0;0;0;272001;0;219896;0;1;0;1;53;1200000;54;50;44;1;272001;219896;1;6;0;-1;56;50
100816;211;54;74;32;249;74;140;46;54;220;NK Maribor;1;140;47;-1;156865;2;20;-1;0;100143;62;65;62;63;1;15;47;58;58;53;233479;0;0;42;233480;0;55;2;225445;100816;0;0;0;156865;0;156865;0;1;0;1;54;1500000;53;65;47;1;156865;275819;1;9;0;-1;57;63
100831;242;217;233;190;30;255;79;40;255;110;AD Alcorcón;6;255;47;-1;216836;2;7;-1;2;480;69;70;70;69;1;-3;52;71;69;64;201146;0;0;50;216836;1;56;4;216836;100831;0;0;0;194924;0;216836;0;0;0;0;53;1550000;64;69;56;1;216836;216836;0;1;0;-1;50;72
100851;211;0;128;255;255;0;0;51;0;255;FC Cartagena;1;0;43;-1;210950;2;6;-1;2;468;64;63;64;66;1;22;56;61;63;50;239950;1;64;45;210950;1;44;2;210950;100851;0;0;0;210950;0;210950;0;0;0;0;45;2500000;57;64;53;1;190747;210950;0;2;0;-1;56;64
100888;242;90;70;255;255;245;190;40;245;255;CD Leganés;6;255;46;-1;220253;2;4;-1;2;1860;75;75;75;74;1;-3;51;76;74;33;220253;1;40;46;220253;0;48;2;220253;100888;0;2;0;221652;0;220253;0;0;0;0;50;5000000;33;75;48;1;221652;220253;0;3;0;-1;62;74
101007;240;255;255;64;0;255;0;39;255;0;MKE Ankaragücü;37;0;75;-1;235210;2;10;-1;2;101033;70;71;71;72;1;32;51;71;71;42;235210;2;401;32;239045;0;72;4;198949;101007;0;1;0;235210;0;235210;0;0;0;0;50;4500000;33;71;58;2;215323;235210;0;8;0;-1;32;72
101014;240;102;51;0;255;50;204;41;100;102;İstanbul Başakşehir SK;37;200;74;-1;215531;2;10;-1;1;325;77;77;77;76;1;28;39;74;73;69;215531;0;2;54;215531;1;79;4;215531;101014;0;0;0;182670;0;215531;0;0;0;0;39;10000000;49;76;39;2;215531;215531;0;9;0;-1;49;77
101016;240;102;0;254;254;0;204;37;102;254;Adana Demirspor;37;204;33;-1;209289;2;10;-1;1;741;69;68;68;70;1;35;36;68;69;68;209289;1;0;38;209289;1;38;4;209289;101016;0;2;0;230685;0;209289;0;0;0;0;60;7000000;22;69;60;2;230685;209289;0;7;0;-1;31;69
101020;240;204;255;3;198;255;0;38;204;2;Kayserispor KS;37;0;74;-1;222457;2;15;-1;2;101041;72;73;74;73;1;35;69;74;71;64;222457;2;8;74;222457;0;74;4;222457;101020;0;0;0;240409;1;222457;0;0;0;0;67;3000000;64;72;78;2;179565;222457;0;10;0;-1;74;73
101026;240;1;255;1;255;0;1;38;0;255;Göztepe;1;0;47;-1;200073;2;3;-1;2;896;70;72;70;73;1;27;50;71;71;52;223736;1;0;47;156650;1;43;4;200073;101026;0;0;0;182629;0;223736;0;0;0;0;50;1500000;52;72;43;3;156650;200073;0;1;0;-1;47;73
101028;240;0;128;255;255;128;0;40;0;255;Hatayspor;37;0;76;-1;182632;2;6;-1;2;110776;74;73;74;69;1;32;53;71;71;58;240053;1;144;69;240053;1;68;4;182632;101028;0;0;0;199683;0;240053;0;0;0;0;51;3500000;65;73;34;2;203757;240053;0;3;0;-1;48;68
101033;240;142;38;255;255;31;117;37;160;255;Konyaspor;37;130;74;-1;224885;2;11;-1;2;101020;71;73;73;77;1;32;40;71;70;56;224885;1;320;46;224885;1;66;4;224885;101033;0;0;0;204349;1;224885;0;0;0;0;36;4150000;46;72;36;2;224885;224885;0;5;0;-1;66;77
101037;45;173;28;216;82;255;86;41;255;128;Çaykur Rizespor;1;255;28;-1;124388;2;8;-1;1;436;70;71;71;71;1;41;53;71;69;57;190582;2;256;43;124388;1;60;4;124388;101037;0;0;0;190582;1;124388;0;0;0;0;65;2000000;39;70;62;2;190582;124388;0;4;0;-1;56;71
101041;240;0;255;255;255;225;0;39;26;255;Sivasspor;37;39;46;-1;229247;2;13;-1;2;101020;69;72;71;73;1;37;52;71;70;69;229247;1;264;59;198143;1;53;4;198143;101041;0;1;0;202356;0;229247;0;0;0;0;52;6000000;69;71;53;2;202356;229247;0;10;0;-1;79;74
101059;240;80;240;1;1;255;0;48;90;1;Shakhtar Donetsk;1;44;66;-1;200206;2;10;-1;1;130015;79;78;79;77;1;37;40;75;75;39;200206;1;146;53;259036;1;59;4;259036;101059;0;1;0;180343;1;200206;0;0;0;1;39;16500000;49;78;39;3;180343;200206;0;8;0;-1;49;77
101078;211;7;182;225;225;10;36;45;10;225;Estrella Roja de Belgrado;1;102;53;-1;271143;2;20;-1;0;130029;65;64;65;65;1;20;53;62;62;46;271143;0;0;56;213163;0;55;1;213163;101078;0;0;0;223489;0;271143;0;1;0;1;55;2000000;59;64;57;1;229899;271143;1;12;0;-1;53;65
101083;216;22;252;255;255;252;28;-34;22;255;Estudiantes de La Plata;1;28;68;-1;143121;2;19;-1;1;101084;71;73;72;71;1;-57;53;74;72;46;143121;1;0;36;143121;1;66;2;143121;101083;0;0;0;143121;0;143121;0;0;0;0;49;8000000;40;71;70;-3;242426;143121;0;8;0;-1;36;72
101084;216;255;255;98;18;255;255;-34;255;21;Club de Gimnasia y Esgrima La Plata;1;255;58;-1;215018;2;12;-1;2;101083;69;71;70;68;1;-57;66;71;70;63;215018;1;4;47;215018;1;41;2;215018;101084;0;0;0;215018;0;215018;0;0;0;0;66;5000000;73;69;77;-3;232729;215018;0;5;0;-1;43;69
101085;216;200;55;255;255;55;255;-34;200;255;Racing Club;1;255;75;-1;273711;2;20;-1;1;110093;73;74;74;74;1;-58;53;71;70;39;273711;0;36;69;247156;1;69;2;247156;101085;0;1;0;223249;1;273711;0;0;0;0;52;10000000;65;72;63;-3;193141;273711;0;11;0;-1;59;76
101088;216;63;31;255;255;31;116;-34;63;255;Club Atlético Vélez Sarsfield;1;116;47;-1;239645;2;19;-1;1;1013;65;68;66;71;1;-58;52;66;64;69;239645;1;0;44;221053;1;69;2;221053;101088;0;2;0;246423;1;239645;0;0;0;0;51;8000000;69;68;69;-3;246423;239645;0;11;0;-1;63;71
101097;90;119;30;0;236;255;50;-33;255;0;Audax Italiano;1;255;26;-1;52480;2;15;-1;2;111328;67;68;67;68;1;-70;68;68;68;21;52480;1;16;43;52402;1;23;5;234587;101097;0;2;0;186634;0;52480;0;0;0;0;67;1000000;77;68;57;-3;186634;52480;0;4;0;-1;77;68
101100;240;127;13;255;255;13;64;6;127;255;Atl. Nacional;1;64;46;-1;214196;2;20;-1;1;101103;74;73;74;74;1;-75;37;71;70;32;196142;1;4;45;214196;1;46;6;214196;101100;0;1;0;206649;0;214196;0;0;0;0;40;8500000;40;72;40;-5;206649;214196;0;9;0;-1;40;75
101101;240;30;224;255;255;255;34;10;255;255;Junior;1;255;58;-1;234966;2;17;-1;1;112903;72;72;73;73;1;-74;38;70;69;37;214208;0;288;37;234966;0;47;6;196150;101101;0;1;0;196150;0;234966;0;0;0;0;37;4000000;37;72;37;-5;196150;234966;0;5;0;-1;37;74
101102;240;145;1;255;255;1;61;3;145;255;Deportivo Cali;1;61;47;-1;226419;2;19;-1;2;112934;71;72;72;78;1;-76;38;70;69;43;226419;1;32;50;226419;0;57;2;226419;101102;0;0;0;215183;0;226419;0;0;0;0;36;6000000;41;71;31;-5;215183;226419;0;6;0;-1;41;76
101103;240;6;226;171;46;226;18;6;6;96;Indep. Medellín;1;7;43;-1;231667;2;18;-1;1;101100;68;69;69;69;1;-75;72;66;65;45;214343;1;0;51;231667;1;66;2;231667;101103;0;1;0;231862;0;231667;0;0;0;0;69;4000000;75;68;76;-5;214980;231667;0;5;0;-1;50;70
101104;240;30;228;255;255;228;38;4;30;255;Ind. Santa Fe;1;38;25;-1;214611;2;19;-1;2;101105;71;71;72;71;1;-74;66;71;70;31;216476;1;5;70;214611;0;35;4;214611;101104;0;0;0;214190;0;214611;0;0;0;0;71;6000000;69;70;62;-5;214463;214611;0;7;0;-1;66;71
101105;240;68;39;255;255;1;144;4;1;255;Millonarios;1;1;46;-1;218687;2;20;-1;2;101104;69;70;70;72;1;-74;66;70;69;47;218687;1;129;37;218687;1;59;4;218687;101105;0;2;0;209738;0;214378;0;0;0;0;70;6500000;77;70;69;-5;209738;218687;0;9;0;-1;33;73
101106;240;255;255;1;1;255;255;5;255;1;Once Caldas;1;255;26;-1;214447;2;17;-1;2;111723;69;70;70;68;1;-75;36;67;66;31;208960;2;40;52;214447;1;20;9;214447;101106;0;2;0;214110;0;214447;0;0;0;0;37;2300000;32;69;32;-5;214447;214447;0;6;0;-1;72;70
101112;215;255;255;88;0;255;255;49;255;34;Vancouver Whitecaps FC;1;255;26;-1;223198;2;3;-1;1;111144;70;70;70;66;1;-123;72;69;69;39;223198;0;4;26;214000;1;37;2;214000;101112;0;1;0;216811;1;223198;0;0;0;1;73;19500000;62;70;42;-8;228404;223198;0;2;0;-1;32;66
101114;170;62;217;1;1;217;55;20;62;1;Atlas;24;55;44;-1;212214;2;12;-1;1;1880;68;71;70;74;1;-103;36;70;69;46;212214;1;84;56;234578;1;69;4;234578;101114;0;0;0;213711;0;212214;0;0;0;0;38;6500000;43;70;33;-6;213711;212214;0;7;0;-1;63;74
101121;170;0;225;255;255;225;25;21;0;255;Necaxa;24;25;74;-1;219728;2;14;-1;2;1879;70;70;70;70;1;-102;73;69;67;65;219728;0;256;56;219728;1;75;5;219728;101121;0;0;0;230834;0;219728;0;0;0;0;68;9500000;68;69;79;-6;219728;219728;0;5;0;-1;55;70
105013;211;0;0;0;255;0;255;44;0;255;Bosnia Herzegovina;18;255;50;-1;180206;2;20;-1;1;1328;50;50;50;50;1;20;50;50;50;50;200765;1;0;50;180206;0;50;2;180206;105013;0;0;0;180930;0;180206;0;0;0;0;50;0;50;50;50;2;180930;180206;0;12;0;-1;50;50
105022;211;0;234;0;255;234;0;41;0;255;Macedonia;1;0;50;-1;241390;2;5;-1;1;1336;50;50;50;50;1;22;50;50;50;50;241390;1;0;50;241390;0;50;2;241390;105022;0;0;0;241390;0;237239;0;0;0;0;50;0;50;50;50;2;241390;237239;0;5;0;-1;50;50
105035;240;87;248;255;255;244;23;52;124;255;Netherlands;1;34;46;-1;202556;2;10;-1;2;1337;81;81;81;82;1;4;51;79;79;63;202556;2;288;48;202556;1;42;2;202556;105035;0;0;0;203376;0;202556;0;0;0;0;51;0;63;81;42;1;202556;202556;0;8;0;-1;48;82
106000;240;7;182;102;10;249;36;44;220;10;Steaua Bucureşti;1;32;50;-1;223231;2;20;-1;0;130027;64;66;64;66;1;26;70;64;64;70;223231;0;0;2;223231;0;75;1;273031;106000;0;0;0;223231;0;223231;0;1;0;1;50;7000000;75;66;75;2;223231;223231;1;10;0;-1;40;66
110062;242;0;201;255;255;180;0;41;0;255;Girona FC;6;0;47;-1;244369;2;6;-1;2;452;76;77;77;78;1;2;51;77;75;33;244369;0;136;35;190815;1;31;4;190815;110062;0;1;0;244369;0;244369;0;0;0;0;53;7000000;33;75;31;1;244369;244369;0;6;0;-1;35;81
110069;242;0;200;1;1;12;0;42;8;1;CD Mirandés;6;8;37;-1;203690;2;3;-1;2;477;68;68;69;68;1;-2;67;67;67;42;203690;0;0;52;203690;1;44;2;203690;110069;0;0;0;203690;0;203690;0;0;0;0;64;1500000;53;68;56;1;203690;203690;0;3;0;-1;69;67
110081;211;132;37;255;255;24;50;54;150;255;Northern Ireland;1;55;46;-1;217758;2;10;-1;2;1355;73;71;73;68;1;-5;53;72;72;65;217758;1;72;35;217758;1;39;2;217758;110081;0;0;0;169588;0;217758;0;0;0;0;53;0;65;71;39;0;217758;217758;0;2;0;-1;35;68
110082;58;0;255;255;0;255;0;44;255;0;Serbia;1;255;50;-1;199434;2;20;-1;1;1328;50;50;50;50;1;20;56;50;50;50;199434;0;0;50;199434;1;60;2;199434;110082;0;0;0;199434;2;199434;1;1;3;1;40;0;50;50;50;2;215716;199434;1;11;0;-1;50;50
110093;216;1;206;26;206;255;26;-34;255;1;Club Atlético Independiente;1;255;67;-1;221310;2;20;-1;2;101085;74;74;74;73;1;-58;67;74;72;55;221310;1;289;69;221310;0;55;2;221310;110093;0;0;0;232709;0;221310;0;0;0;0;66;13000000;66;73;61;-3;208054;221310;0;12;0;-1;65;72
110101;211;21;217;132;41;194;33;48;19;52;SKA-Khabarovsk;1;26;45;-1;239941;2;2;-1;2;110101;65;66;65;66;1;135;66;67;67;31;239941;1;128;54;239938;0;34;2;239935;110101;0;2;0;161314;1;239941;0;0;0;0;69;1550000;61;66;64;10;189445;239941;0;1;0;-1;80;66
110109;211;126;2;255;255;24;62;43;109;255;Akhmat Grozny;38;102;43;-1;162780;2;12;-1;2;110109;70;71;70;69;1;45;53;72;72;50;162780;0;328;51;195011;0;65;2;162780;110109;0;2;0;195011;0;162780;0;0;0;0;49;8500000;50;71;65;3;195011;162780;0;8;0;-1;51;69
110144;170;128;0;255;255;0;102;25;128;255;Club Santos Laguna;24;102;49;-1;213446;2;17;-1;2;1032;71;72;72;73;1;-103;72;72;71;61;209329;0;32;33;213446;0;31;4;213446;110144;0;2;0;235183;0;213446;0;0;0;0;66;9000000;71;72;61;-6;235947;209329;0;9;0;-1;37;73
110145;170;255;255;0;234;0;255;19;0;0;CD Tiburones Rojos de Veracruz;24;128;68;-1;234054;2;7;-1;2;1970;68;71;71;69;1;-96;40;69;68;39;234054;1;260;48;234054;1;59;4;234054;110145;0;0;0;234054;0;234054;0;0;0;0;39;2000000;39;69;39;-6;234054;234054;0;3;0;-1;39;70
110147;170;50;36;255;255;36;113;20;50;255;Pachuca Clube De Futbol;24;113;49;-1;234970;2;12;-1;2;1880;73;72;74;73;1;-98;38;72;72;63;234970;0;258;36;223053;1;40;2;223053;110147;0;0;0;165536;0;234970;0;0;0;0;36;5000000;46;72;36;-6;233710;234970;0;8;0;-1;46;72
110150;170;95;0;1;1;0;169;20;95;1;Querétaro Futbol Club;24;169;28;-1;200446;2;8;-1;2;110781;69;70;68;75;1;-100;68;68;69;35;200446;1;256;55;173434;0;35;4;173434;110150;0;0;0;242069;0;200446;0;1;0;1;71;1300000;64;70;44;-6;242069;200446;0;4;0;-1;64;75
110152;170;255;255;241;54;255;255;19;255;121;Club Puebla;24;255;45;-1;220702;2;6;-1;2;110145;69;70;70;67;1;-98;40;70;67;40;220702;2;257;51;220702;1;67;4;220702;110152;0;0;0;221293;0;220702;0;0;0;0;36;3700000;31;69;31;-6;221293;220702;0;3;0;-1;31;69
110169;211;31;237;255;255;239;41;50;50;255;Fortuna Köln;1;60;28;-1;238984;2;8;-1;2;110700;64;65;64;65;1;6;69;65;63;30;203164;2;66;38;203164;0;40;2;238984;110169;0;2;0;204727;1;203164;0;0;0;0;73;500000;64;64;68;1;204727;203164;0;3;0;-1;34;65
110178;37;1;1;255;255;155;1;49;155;255;SV Sandhausen 1916;1;155;67;-1;184816;2;5;-1;1;1832;67;69;68;68;1;8;67;69;69;43;184816;1;8;49;193276;1;63;4;184816;110178;0;2;0;184816;1;184816;0;0;0;0;70;1500000;74;68;69;1;183920;184816;0;3;0;-1;73;69
110197;211;10;235;255;255;255;25;49;1;255;Würzburg;1;1;45;-1;211825;2;8;-1;2;171;66;67;68;64;1;9;52;68;66;64;211825;1;82;31;211825;0;55;2;211825;110197;0;2;0;199832;0;211825;0;0;0;0;49;1500000;64;66;55;1;211825;211825;0;5;0;-1;31;64
110227;211;11;177;66;14;255;23;55;255;150;Rubin Kazan;38;255;68;-1;187415;2;15;-1;2;315;71;73;71;75;1;49;39;72;72;45;187415;1;64;55;201452;1;65;4;201452;110227;0;2;0;201452;0;187415;0;0;0;0;40;19500000;45;73;35;3;201452;187415;0;13;0;-1;45;75
110231;211;245;249;179;0;249;0;47;245;102;FC Rostov;38;0;25;-1;160593;2;10;-1;1;112218;70;71;70;72;1;39;71;70;70;24;166940;0;136;32;160593;0;27;2;160593;110231;0;1;0;166940;1;160593;0;0;0;0;70;7275000;61;71;61;3;160593;160593;0;6;0;-1;31;72
110233;211;120;56;255;255;1;46;56;56;255;Tom Tomsk;38;86;45;-1;187577;2;9;-1;2;110234;63;62;63;64;1;85;52;61;61;39;187577;1;0;51;235470;1;47;2;224717;110233;0;1;0;187577;0;187577;0;0;0;0;52;5000000;38;62;45;7;187577;187577;0;6;0;-1;45;64
110234;211;1;1;12;223;1;1;57;1;0;Amkar Perm;38;1;44;-1;190528;2;8;-1;2;111264;69;67;69;64;1;56;68;67;67;41;190528;1;288;28;190528;0;48;2;190528;110234;0;2;0;183204;0;190528;0;0;0;0;67;2850000;71;67;78;5;191002;190528;0;6;0;-1;32;64
110313;41;18;199;255;255;199;36;54;18;255;Accrington Stanley FC;3;36;43;-1;191108;2;2;-1;2;357;61;61;62;63;1;-2;66;61;60;39;191108;1;8;35;191108;1;69;2;191108;110313;0;0;0;187782;1;191108;0;0;0;0;72;500000;69;60;79;0;193939;191108;0;1;0;-1;75;64
