playerid;firstname;lastname;nationid;birthdate
238505;Michael;Johnston;25;152128
237865;Luca;Colville;14;152067
242247;Andrea;Repossi;27;151120
233885;Eray;Cömert;47;151689
239671;José Antonio;Morente;45;151262
212973;Marko;Marić;10;150926
258027;Mirko;Marić;10;150694
226107;Luka;Marić;51;147751
259678;Luka;Marić;4;153315
212958;Kofi;Opare;95;149017
203966;Dennis;Kempe;21;147446
254886;Jasir;Asani;1;150697
208679;Robin;Himmelmann;21;148403
264110;Javier;Llabrés;45;153130
210719;Marc-Oliver;Kempf;21;150586
239091;Lukas;Grgic;4;150787
235253;Patrick;Kammerbauer;21;151331
235790;Kai;Havertz;21;152181
205818;Ryan;Woods;14;150175
238850;Bart;Meijers;34;151299
277295;Oscar;Bobb;36;153673
210213;Giovanni;Korte;34;150041
224970;Jean-Luc;Dompé;18;150782
238743;Haji;Wright;95;151740
214899;Danny;Wright;14;146794
214682;Joe;Wright;50;150615
224915;Scott;Wright;42;151509
208999;Drey;Wright;14;150678
237224;Brian;Wright;70;150640
242423;Callum;Wright;14;152507
263041;Alexander;Prass;4;152896
268047;Luiz;Otávio;54;148259
257868;Santiago;Naveda;83;152856
231236;Mathieu;Cafaro;18;151373
234534;Serge;N'Guessan;108;150405
206585;Kepa;Arrizabalaga;45;150469
209981;Yassine;Bounou;129;149192
231640;Javier;Ontiveros;45;151541
237315;Esmiraldo;Sá Silva;38;151552
252293;Ismail;Jakobs;136;152248
264159;Iker;Benito;45;153337
193468;Loris;Benito;47;149469
225550;Gaspar;Panadero Zamora;45;151632
255580;Giacomo;Quagliata;27;152434
204250;Marcello;Trotta;27;149735
229444;Fernando;De Paul;55;149212
212616;Rodrigo;De Paul;52;150337
211067;Dario;Del Fabro;27;150641
211323;Pol;García Tena;45;150607
235030;Xavier;Quintillà Guasch;45;151570
210619;Jordi;Quintillà Guasch;45;150126
228413;Emil;Audero;27;151307
195096;Fransérgio;Rodrigues Barbosa;54;149023
205347;Massimo;Luongo;195;149731
193555;Michał;Miśkiewicz;37;148387
269420;Leonardo Filipe;Cruz Lelo;38;152474
242527;Stephan;Ambrosius;117;152006
204301;Marc;Rochester Sørensen;13;149810
231330;Roberto;Kakeeto;146;150697
239159;André;Riel;13;148661
217191;Oscar;Threlkeld;14;150239
228216;Oniel;Fisher;82;149423
231992;Kyle;Fisher;95;150363
234260;Andy;Fisher;14;151697
220071;Jerome;Binnom-Williams;14;150624
235664;Mark;McKee;35;151989
207580;Johan;Blomberg;46;147801
204394;Emmanuel;Gyasi;117;150204
216773;Raymond;Gyasi;34;150410
220787;Adnan;Kojić;46;150859
232230;Ronald;Matarrita;72;150383
235519;Ibrahim;Dresevic;219;151313
223457;Ivan;Novoseltsev;40;149334
230055;Niko;Hämäläinen;17;151353
225782;Ainsley;Maitland-Niles;14;151530
204071;Gerard;Badía Cortés;45;148658
226401;Kieran;Dowell;14;151572
220912;Filip;Jagiełło;37;151509
213157;Aleksander;Jagiełło;37;150591
213211;Kamil;Sylwestrzak;37;148199
227562;Lukáš;Haraslín;43;151070
239244;Adrian;Danek;37;150406
210313;Thomas;Murg;4;150511
233259;Diego;Pineda;83;150656
225433;Carlos;Pineda;81;151555
224574;Orbelín;Pineda;83;151007
214069;Jean Paul;Pineda;55;148422
224167;Luis;Pineda;83;149825
252929;Borja;Sainz;45;152782
263745;Christian;Witzig;47;152759
227155;Juan;Campo;56;149976
234688;Samuele;Campo;47;150745
256421;Alan;Forrest;42;151175
241085;Lino;Tempelmann;21;152052
224418;Samúel Kári;Friðjónsson;24;150976
220922;Hólmbert;Friðjónsson;24;149937
237814;Nikita;Baranov;208;149694
258289;Juan;Sforza;52;153160
237926;John;Mahon;25;152349
240211;Gaspar;Gentile;52;150605
250724;Nathan;N'Goumou;18;152458
182045;Hao;Rong;155;147733
247076;Christian;Oliva;60;151076
240092;Elvin;Oliva;81;151586
225145;Ramahlwe;Mphahlele;140;148764
256620;Liam;Gibbs;14;153465
273061;Marian;Pleaşcă;39;148769
273125;Masoud;Homami;161;146296
254225;Anderson;de Oliveira da Silva;54;151851
206429;Yevgen;Selin;49;148131
248821;Shaquil;Delos;18;152186
241736;Yann Aurel;Bisseck;21;152718
241925;Chris;Führich;21;151663
50024;Nikolaos;Tsoukalos;22;149545
50034;Manolis;Patralis;22;151326
211177;Arnór Ingvi;Traustason;24;149948
239272;Vasilis;Barkas;22;150314
221664;Wilder;Cartagena;59;150459
175425;Abdul;Mamah;144;147142
185378;Mihkel;Aksalu;208;146852
236956;Joe;Abrigo;55;150639
225075;Julian;Günther-Schmidt;21;150449
238489;Tim;Boss;21;150007
242197;Marokhy;Ndione;46;152327
230793;Álvaro;Traver Navarrete;45;149919
235972;Jannick;Buyla;118;151933
237850;Cristián;Echavarría;56;151450
225337;David;Sambissa;115;150934
189490;Mirko;Boland;21;147749
192559;Gerrit;Nauber;21;149566
205892;Borys;Tashchy;49;150035
211746;Rico;Benatelli;21;149539
266663;Julián;Romero;52;153751
272276;Ángel Elías;Romero;59;148953
241067;Aristóteles;Romero;61;150849
259606;Diego;Romero;59;152979
227528;Braian;Romero;52;149263
214185;Sergio;Romero;56;148328
259899;Juan Pablo;Romero;52;151807
220332;Ángel;Romero;58;149648
226376;Alejandro;Romero;58;150569
258467;Luka;Romero;52;154168
214781;Silvio;Romero;52;148205
227903;Maximiliano;Romero;52;152028
260918;Tomás;Romero;76;152738
239993;Abraham;Romero;83;151703
260814;Kenny;Romero;61;150712
260404;Zaid;Romero;52;152368
232488;Cristian;Romero;52;151771
218894;Santiago;Romero;60;148778
247081;Nazareno;Romero;52;152441
220334;Óscar;Romero;58;149648
215119;Lucas;Romero;52;150301
251773;Luis;Romero;61;149052
246183;Tomáš;Wiesner;12;151487
239481;Vincent;Michl;21;152088
258758;Theo;Corbeanu;70;153252
229379;Luca;de la Torre;95;151797
221919;Arber;Zeneli;219;150614
239347;Diego;Snepvangers;34;151808
251617;Armin;Gigović;46;153211
207709;Fernando;Marçal de Oliveira;54;148417
215908;Homam;Ahmed;182;152256
272302;Ismaeel;Ahmed;190;146363
272604;Ali;Ahmed;70;152668
235552;Ernest;Seka;118;147809
211358;Julien;Fabri;18;150229
258455;Alejandro;Cabrera;52;149736
224317;Javier;Cabrera;60;149540
221619;Víctor;Cabrera;52;149866
213113;Matías;Cabrera;60;147407
221480;Yesus;Cabrera;56;148990
213822;Luis;Cabrera;55;150200
265544;Théo;Le Bris;18;153389
235662;Abdul;Mumin;117;151811
279008;Luc;De Fougerolles;70;154496
216836;Álvaro;Peña Herrero;45;149394
242637;Cory;Galvin;25;150933
232289;José Antonio;Malagón Rubio;45;148150
264746;Harry;Leonard;14;153735
230817;José;Machín;112;151150
235328;Andrea;Beghetto;27;150477
191687;Maicon;Pereira Roque;54;148259
275512;Guilherme;dos Santos;54;150661
274600;Jaílson;dos Santos;54;145646
255475;Antony Matheus;dos Santos;54;152439
273522;Warian;dos Santos;54;151089
265602;Luiz;dos Santos;54;150080
268048;Andrevaldo;dos Santos;54;149503
268250;Alex;dos Santos;54;151235
268080;Lincoln;dos Santos;54;152735
266866;Éderson José;dos Santos;54;152207
265603;Rodrigo;dos Santos;54;150114
209026;Renê;dos Santos;54;148626
268052;Richardson;dos Santos;54;149326
273356;Gabriel Félix;dos Santos;54;150652
222709;Petros;dos Santos;54;148516
247187;José Francisco;dos Santos;54;152154
271191;Allyson;dos Santos;54;149028
268235;Felipe Rodrigues;dos Santos;54;150862
219164;Yago;dos Santos;54;150746
228552;Edison Luiz;dos Santos;54;147249
219480;Marinaldo;dos Santos;54;148865
224537;Iago Azevedo;dos Santos;54;149605
268207;Patrick;dos Santos;54;151958
273501;Matheus Alessandro;dos Santos;54;151115
233193;Lucas;dos Santos;54;151430
268204;Lucas;dos Santos;54;150221
268291;Hugo;dos Santos;54;150635
187789;Rubenilson;dos Santos;54;147902
188000;Sandro Manoel;dos Santos;54;148206
203477;Aderbar;dos Santos;54;148808
159295;Vinícius Pacheco;dos Santos;54;147156
180404;Fabrício;dos Santos;54;147647
212516;John;Souttar;42;151192
229901;Harry;Souttar;195;151949
191081;Osama;Akharraz;13;149062
239458;Bozhidar;Kraev;9;151463
254048;Facundo;Waller;60;151388
187782;Seámus;Conneely;25;148192
215700;Luke;O'Nien;14;150518
238991;Steven;Yawson;14;152262
256980;Matteo;Di Giusto;47;152615
208894;Filip;Bednarek;37;149732
220570;Jan;Bednarek;37;151026
192098;Nosakhare;Igiebor;133;149045
240578;Pavel;Ovchinnikov;40;151737
208630;Dominik;Furman;37;149650
230976;Aleksandar;Kovačević;51;149471
239568;Adnan;Kovačević;8;150080
239633;Florian;Schikowski;37;151815
208097;Mario;Tičinović;10;149329
219581;Samuel;Gigot;18;150113
219728;Edgar Antonio;Méndez Ortega;45;148734
223672;Philipp;Malicsek;4;151443
271530;Nemanja;Milić;51;148877
257945;Stefan;Milić;15;152572
226518;Antonio;Milić;10;150262
262621;Giorgi;Mamardashvili;20;152657
245632;Miguel Ángel;Morro Muñoz;45;152639
219522;Jeremías;Ledesma;52;149872
225858;Marcos;Ledesma;52;151182
248191;Juan Camilo;Portilla;56;151909
190441;Victor Demba;Bindia;136;148585
198702;Kristoffer;Barmen;36;150059
206530;Marius;Høibråten;36;150581
208297;Kent-Are;Antonsen;36;150601
209264;Bård;Finne;36;150602
215400;Håkon;Lorentzen;36;151503
239125;Erik;Botheim;36;152394
206420;Grant-Leon;Ranos;3;153681
262233;Drew;Skundrich;95;150818
264211;Sem;Westerveld;45;153314
181017;Carlos Roberto;da Cruz Júnior;54;147290
278505;Xin;Tang;155;149021
235221;Shi;Tang;155;150582
278900;Jiashu;Tang;155;148997
279145;Miao;Tang;155;149021
234701;Maycon;de Andrade;54;151485
275612;Alan Cardoso;de Andrade;54;151659
231943;Richarlison;de Andrade;54;151419
183452;Kayke;de Andrade;54;148093
236547;Jan;Sýkora;12;150191
277923;Volodymyr;Adamyuk;49;149295
278164;Hong;Gui;155;150576
214533;Juan;Villota;56;149511
241388;Dennis;Smarsch;21;152033
50086;Vasilios;Fasidis;22;151097
225759;Bruce;Kamau;195;150645
209041;Yahya;Al Musallam;183;147278
189357;Cristopher;Toselli;55;148168
228199;Holicharan;Narzary;159;150323
202091;Vander Luiz;Silva Souza;54;148839
240320;Gustavo;Gotti;52;150121
225654;Julius;Düker;21;150927
244634;Simon;Sohm;47;152851
238686;Pascal;Sohm;21;149403
239417;Marcel;Gebers;21;147427
211900;Alexander;Winkler;21;149488
240480;Furkan;Yiğit;48;150725
205214;Zlatko;Tripić;36;149799
241522;Jonas;Wind;13;152057
241695;Jonathan;Amon;95;152113
234497;Harry;Clifton;50;151817
235424;Diadie;Samassékou;126;150934
241924;Wilhelm;Vorsager;4;151469
230904;Carlos Eduardo;Ferreira de Souza;54;151207
204776;Toni;Leistner;21;148963
206003;Yvon;Mvogo;47;150350
211899;Florian;Niederlechner;21;149029
227375;Jonathan;Palacios;56;149381
254585;Julián;Palacios;52;152054
261015;Tiago;Palacios;60;152837
254449;Byron;Palacios;57;150609
240101;Erick;Palacios;56;151179
245065;Diego;Palacios;57;152212
241110;Jhon Jairo;Palacios;56;150695
214509;Nicolás;Palacios;56;149504
226737;Jeison;Palacios;56;150272
229872;Arnol;Palacios;56;149622
221582;Jair;Palacios;56;148913
214250;Manuel;Palacios;56;149872
236274;Cristian;Palacios;60;148977
231521;Exequiel;Palacios;52;151932
212715;Sebastián;Palacios;52;149482
218981;Helibelton;Palacios;56;149990
219852;Alex;Ferrari;27;150375
224808;Gian Marco;Ferrari;27;149598
245439;Gianluca;Ferrari;52;151470
236533;Robert;Glatzel;21;150201
239480;Sascha;Härtel;21;152087
240027;Albion;Vrenezi;219;150105
269136;Kobbie;Mainoo;14;154320
211373;Nasiru;Mohammed;117;150350
252868;Aziz Ouattara;Mohammed;108;152823
240381;Zehn;Mohammed;14;152443
224002;Naif Mousa;Mohammed;183;147596
236367;Kadiri;Mohammed;117;150990
213874;Thiago Henrique;Mendes Ribeiro;54;149537
236540;Samuel;Adrian;46;151715
230727;Gautier;Larsonneur;18;151343
237368;Bryan;Passi;18;151506
245751;Hassan;Al Tombakti;183;152059
240423;Álvaro;Giménez Candela;45;149236
193891;Borja;Viguera Manzanares;45;147721
220637;Moisés;Delgado López;45;150301
274722;Giorgi;Gocholeishvili;20;152795
260823;Nicolò;Fagioli;27;152793
243862;James;Igbekeme;133;150743
172418;İlhan;Parlak;48;147654
262480;Rareș;Ilie;39;153589
250961;Joshua;Zirkzee;34;152892
208461;Marten;de Roon;34;149185
219594;Andrea;Barberis;27;150173
233782;Jurgen;Ekkelenkamp;34;152480
210937;Davide;Luppi;27;148932
229041;Mehdi;Tahrat;97;148756
222391;Joseph;Minala;103;151160
254267;Bartosz;Białek;37;153065
239320;Rody;de Boer;34;151523
257162;Fabiano Josué;de Souza Silva;54;152458
234457;Oghenekaro;Etebo;133;150871
251570;Rayan;Cherki;18;153709
210644;Emiliano;Marcondes;13;150626
236353;William;Tchuameni;103;151283
272651;Tom;Cannon;25;153477
237000;Reggie;Cannon;95;151816
224361;Andy;Cannon;14;150997
226679;Ashley;Hunter;14;150830
230148;Willem;Tomlinson;14;151681
259240;Adam;Wharton;14;153882
231540;Scott;Wharton;14;151565
224244;Sebastián;Fassi;83;149967
217648;Genki;Haraguchi;163;149226
210158;Andy;Kellett;14;150142
174382;Sunday;Stephan Obayan;133;148262
203056;Jernade;Meade;14;149761
215487;Gustav;Engvall;46;151043
246951;Marvin;Loría;72;151403
223058;Daler;Kuzyaev;40;149843
251438;Nuno Miguel;Valente Santos;38;152080
197366;Bilel;Ifa;145;148800
274115;Ángel;Tejeda;81;149249
216810;Yeltsin;Tejeda;72;149539
204131;Kevin;Escamilla;83;150245
262942;Leon;Kreković;10;152512
230829;Alan;Mozo;83;151384
234650;Marcel;Holzmann;4;148978
239712;Masaya;Okugawa;163;151028
251464;Ignace;Van der Brempt;7;153206
216114;Ivan;Näsberg;36;151036
238227;Krépin;Diatta;136;152075
207995;Ger;Pender;25;150335
165932;Derek;Pender;25;146816
210388;Craig;Roddan;14;149940
263436;Guillermo;Balzi;52;152954
222542;Manolis;Saliakas;22;151179
211272;Claudio;Corvalán;52;148449
212214;Augusto;Solari;52;149465
273711;Santiago;Solari;52;151673
256509;Pablo;Solari;52;152831
215020;Juan Ignacio;Cavallaro;52;150372
254694;Francisco;Ginella;60;152040
185363;Egor;Filipenko;6;148102
194917;Maksim;Zhavnerchik;6;146946
203705;Mitja;Viler;44;147515
204835;Nikos;Englezou;11;150020
206124;Willard;Katsande;148;147286
215720;Marko;Vešović;15;149337
220544;Jaime;Arrascaita;53;150073
221833;Natanael;Batista Pimenta;54;149091
50228;Giorgos;Daviotis;22;151834
271970;Hernán;Novick;60;148349
250864;Marcel;Novick;60;146459
226210;Gustavo;Ferrareis;54;150925
265605;Gustavo;Ferrareis;54;150925
272088;Farshid;Esmaeili;161;150247
275093;Elvin;Jamalov;5;150593
220685;Leonardo B.;Lohner Maia;54;150280
236316;Yan;Valery;18;152072
261370;Jeremy;van Mullem;34;152096
175895;Vadis;Odjidja-Ofoe;7;148419
210323;Valentinos;Vlachos;22;149507
236342;Nikola;Mileusnic;195;150026
212385;Anthony;Syhre;21;150635
241048;Jasse;Tuominen;17;150874
217610;Mamadu;Candé;119;148973
241556;Diego;Zipa;56;151754
242040;Olaus Jair;Skarsem;36;151837
225545;Kianz;Froese;70;151030
256948;Christos;Tzolis;22;153145
251751;Saad;Agouzoul;129;151511
223750;Daniel;Steininger;21;150661
230984;Federico;Gino;60;149885
248073;Ștefan;Târnovanu;39;152514
238131;Henri;Weigelt;21;151671
205603;Mike;van Duinen;34;149407
210384;Ridgeciano;Haps;92;149991
228747;Oussama;Idrissi;129;150980
228352;Edmilson Junior;Da Silva;54;150424
270547;Clayson;Da Silva;54;150636
237396;Pierre;Da Silva;95;151863
262535;Bruno;Da Silva;54;152472
271060;Lucas Fernandes;Da Silva;54;151552
222414;José Welison;Da Silva;54;150628
204894;Leandro;Da Silva;54;148267
270534;Everton Felipe;Da Silva;54;151468
235688;Lucas Veríssimo;Da Silva;54;150741
259806;Florent;Da Silva;18;153572
275515;Thiago;Da Silva;54;151087
268290;Caique;Da Silva;54;151819
213527;Patrick;Da Silva;13;150489
152814;Deivson Rogério;Da Silva;54;146915
181412;Jonas Jessue;Da Silva;54;147677
204332;Jordan;Teze;34;152292
234333;Myziane;Maolida;18;152064
240802;Jan;Repas;44;151367
236927;Thomas;Basila;18;152139
236696;Anastasios;Chatzigiovannis;22;151440
224444;Haris;Belkebla;97;150221
234971;Mathieu;Chemin;18;147381
236852;Jonathan;Garay;56;149830
254702;Ricardo;Garay;58;151355
235998;Iker;Losada;45;152963
188271;Floyd;Ayité;144;148351
209960;Fernando;Pacheco;45;149601
255854;Jon;Pacheco;45;152758
229445;Guillermo;Pacheco;55;148467
224995;Walmer;Pacheco;56;150574
176955;Henrique;Pacheco;54;147042
221165;Carlos;Calderón López;45;150662
237086;Kim;Min-jae;167;151243
220604;Jaume;Doménech;45;149041
225009;Borja;Fernández Fernández;45;150786
252135;Daniel;Fernández Fernández;45;151409
254130;Luis;Mago;61;150451
190542;Pedro Antonio;Sánchez Moñino;45;147617
205187;Antonio;Sillero Cabrera;45;150065
216568;Mario;Barco Vilar;45;149820
223819;Juan del Carmen;Cámara Mesa;45;150237
255533;Youssouf;Ndayishimiye;102;151954
234291;Leo;Väisänen;17;151493
224436;Sauli;Väisänen;17;150349
205671;Ignacio;Lores Varela;60;149213
222488;Nicolò;Fazzi;27;150619
224123;Davide;Agazzi;27;149981
232106;Jordan;Lawrence-Gabriel;14;151922
266379;Patricio;Boolsen;52;151682
189105;Volkan;Şen;48;147824
216479;Armando;Sadiku;1;149244
207805;Loret;Sadiku;219;149306
270518;Enzo;Tchato;103;153442
207733;Filipe Augusto;Carvalho Souza;54;150052
209889;Raphaël;Guerreiro;38;150184
212830;Awer;Mabil;195;150816
256261;Malick;Thiaw;21;152970
228414;Matheus Fellipe;Costa Pereira;54;151049
251450;Henrique;Martins Gomes;38;150892
225153;John;Santander;55;150328
215668;Rasmus;Festersen;13;147509
242086;Matthew;Sutton;195;152451
225498;Levi;Sutton;14;151372
253153;Sam;Sutton;198;153094
215639;Robert;Kenedy;54;150962
238550;Rowan;Roache;25;152424
236702;Reagan;Ogle;195;152107
213975;Gustav;Jarl;46;150706
207669;Ethan;Finlay;95;148950
237407;Chris;Durkin;95;152423
199908;Felicio;Brown Forbes;72;149337
237611;Vladimir;Ilyin;40;150333
237826;Ilya;Zhigulev;40;150955
240852;Danila;Buranov;40;150965
223113;Krzysztof;Piątek;37;150740
235125;Joaquín;Esquivel;83;151661
254587;Matías;Esquivel;52;152100
259787;Lucas;Esquivel;52;153037
179811;Brecht;Capon;7;148114
184136;Orlando Carlos;Braga de Sá;38;148148
247249;Joël;Piroe;34;152233
266420;Sebastián Pérez;Bouquet;83;153653
239498;Bryan;Henning;21;150636
259036;Viktor;Kornienko;49;152064
262083;Agustín;Martegani;52;152525
259209;Mateo;Bajamich;52;152234
261011;Ignacio;Schor;52;152601
241530;Dylan;Glaby;52;151021
50009;Arash;Borhani;161;146432
257264;Oscar;Vilhelmsson;46;153755
206411;Denys;Garmash;49;148841
208387;Harlem-Eddy;Gnohéré;18;148053
220744;Valeriy;Fedorchuk;49;148280
271054;Léandre Gaël;Tawamba Kana;103;148721
271453;Milan;Kvocera;43;151655
271460;Erik;Prekop;43;151935
255505;Dimitar;Velkovski;9;150580
271652;Darko;Velkovski;19;150730
268866;Yahya;Attiat-Allah;129;150619
278110;Exmetjan;Ekber;155;149845
219555;Juan José;Mezú;56;148597
273503;Marcos;Calazans;54;151089
222781;Kyriakos;Savvidis;22;150729
275036;Eduardo;dos Santos Lima;54;148440
275437;Dimitrios;Kasotakis;22;151188
210492;Abdulaziz;Al Jebreen;183;148841
239126;Mohammed;Al Baqawi;183;150751
240531;Moataz;Al Baqawi;183;151658
245151;Felix;Crisanto;81;148984
219295;Wilmer;Crisanto;81;148542
229534;Eryin;Sanhueza;55;150952
231624;Fabian;Schleusener;21;149394
239567;Jan;Löhmannsröben;21;149208
239697;Sebastian;Gessl;4;151105
275123;Michael;Siroshten;26;148482
178614;Fernando Lopes;D. Santo Varela;104;147966
234261;Matthew;Platt;14;151565
239922;Rui Pedro;Silva Costa;38;150974
228847;Christopher;Lindquist;36;150861
206200;Dean;Clarke;25;149916
242908;Jack;Clarke;14;152712
245729;Harrison;Clarke;14;152811
231926;Trevor;Clarke;25;151739
221600;Matthew;Clarke;14;151189
219436;Josh;Clarke;14;150379
229126;James;Clarke;14;148688
193608;Ollie;Clarke;14;149643
169449;Kjartan;Finnbogason;24;147461
205085;Wilson;Kamavuaka;110;148820
209766;Mirco;Born;21;150372
210237;Thomas;Pledl;21;150336
214096;Tim;Kleindienst;21;150801
216408;Lukas;Spalvis;30;150401
237602;Moise;Ngwisani;21;151682
240709;Ridle;Baku;21;151752
239493;Makana;Baku;21;151752
243244;Hüseyin;Türkmen;48;151655
211327;Mauro;Goicoechea;60;148088
235799;Abdoulaye;Sissako;18;151800
240730;Kevin;Zohi;126;151277
258371;Josep María;Chavarría;45;151754
220876;Franck;Honorat;18;151147
236496;Mattéo;Guendouzi;18;152123
216267;Andrew;Robertson;42;150263
244938;Javier;Montero;45;152033
229541;Álvaro;Montero;56;150646
190919;Fredy;Montero;56;147843
225018;Florin;Andone;39;149929
277643;Lamine;Yamal;45;154770
241055;Diego;Pampín;45;152459
203399;Ouasim;Bouy;129;149990
206035;Eddy Silvestre;Pascual Israfilov;5;149677
247474;Chase;Gasper;95;151100
253054;Hayden;Hackney;14;153292
246236;Ezequiel;Centurión;52;151429
211267;Ricardo;Centurión;52;149847
251200;Víctor;Centurión;58;147326
211354;Marco;Benassi;27;150444
235835;Alessandro;Confente;27;151812
192853;Mirko;Carretta;27;149059
201883;Alejandro;Rodríguez de Miguel;45;149308
216078;Filip;Raičević;15;150011
239478;Ivan;Marconi;27;148665
268071;Lucas Marques;de Oliveira;54;150702
219847;Hyuri;de Oliveira;54;149366
220655;Wanderson;de Oliveira;54;150470
268012;Gabriel Dias;de Oliveira;54;150323
273601;Brenner;de Oliveira;54;150253
209950;José;de Oliveira;54;149090
206468;William;de Oliveira;54;150185
180228;David Braz;de Oliveira;54;147777
192165;Paulo José;de Oliveira;54;147370
258725;Atakan;Çankaya;48;151830
226442;Halil İbrahim;Pehlivan;48;150061
239950;Pedro Filipe;Rodrigues;38;151429
210212;Garry;Rodrigues;104;149063
268101;Marlon;Rodrigues;54;151429
238079;Bruno;Rodrigues;54;151355
246929;Gerson;Rodrigues;31;150729
209515;Renê;Rodrigues;54;149720
209289;Kevin;Rodrigues;38;150257
268013;Thiago;Rodrigues;54;148295
165804;Élton;Rodrigues;54;147119
180943;Ernando;Rodrigues;54;148109
138708;Jadson;Rodrigues;54;146453
244472;Jens-Lys;Cajuste;46;152241
240020;Ricardo Luís;Chaby Mangas;38;151732
252573;Aleksa;Terzić;51;152248
212722;DeAndre;Yedlin;95;150018
213815;Mikael;Uhre;13;150466
190031;Dane;Massey;25;148109
199498;Gavin;Massey;14;149740
226356;Mohamed;Farès;97;150969
208944;Nathaniel;Knight-Percival;14;147726
246873;Liam;Kitching;14;152287
222532;Mark;Kitching;14;150805
263672;Elias;Achouri;145;152060
204499;Ryan;Inniss;14;150714
229488;Fernando;Madrigal;83;149413
238610;Warren;Madrigal;72;154051
224097;Tyler;Denton;14;150807
221443;Samuel;Mensiro;117;148445
227418;Jesper;Manns;46;150775
258781;Illya;Zabarnyi;49;153359
271002;Saša;Ivković;51;149961
237305;Logan;Ketterer;95;150141
255409;Róbert;Boženík;43;152341
268859;Djordje;Ivanović;51;150882
190528;Janusz;Gol;37;147221
242954;Niko;Kirwan;198;150805
194059;Michał;Chrapek;37;149556
208631;Filip;Starzyński;37;149244
245461;Facundo;Colidio;52;152388
224510;Walter;Bou;52;150065
215103;Édson;Puch;55;147518
215892;Uroš;Spajić;51;149872
242318;Anwar;Elyounoussi;36;152107
208164;Jérémy;Manière;47;149304
232593;Musashi;Suzuki;163;150235
233055;Daisuke;Suzuki;163;148761
236717;Erik Tobias;Sandberg;36;152442
208111;Simon;Sandberg;46;150277
242958;Paul;Jaeckel;21;151857
205630;Luciano;Abecasis;52;148887
215155;Fernando;Zuqui;52;149428
213302;Ismael;Tajouri-Shradi;123;150280
266596;Jacopo;Fazzini;27;153555
263785;Ruan;Tressoldi Netto;54;152177
221610;Dénes;Dibusz;23;149052
233238;Stas;Pokatilov;165;149805
265458;Anton;Chichkan;6;150749
273330;Renato;Margaça;11;147104
247077;Amir;Saipi;47;152574
275550;Raphael;Veiga;54;150728
258729;Gabriel;Veiga;45;153262
208227;Thodoris;Vasilakakis;22;148203
275456;Dimitrios;Chandakias;22;150562
239845;Konstantinos;Galanopoulos;22;151651
203024;Isaías;Sánchez Cortes;45;147676
233168;Daisuke;Kikuchi;163;149199
219344;Abdo;Al Basisi;183;144329
221498;Hamad;Al Mansour;183;149967
210194;Abdulaziz;Al Mansour;183;148969
240485;Abdullatif;Al Enazi;183;150567
235655;Muhanna;Al Enazi;183;146497
231146;Waleed;Al Enazi;183;151111
272672;Besar;Iseni;19;151307
214404;Valber;Huerta;55;150066
246289;César;Huerta;83;152722
203817;Florian;Neuhold;4;150015
211974;Kevin;Freiberger;21;148322
216297;Ahmed Waseem;Razeek;185;150455
238786;Ole;Käuper;21;151298
231364;Jonathan;Mexique;18;150627
241818;Lucas;Buades;18;151651
230836;Erlend;Dahl Reitan;36;151543
212260;Hwang;Ui-Jo;167;149703
246186;Arthur; Cabral;54;151769
212158;Osayamen;Osawe;133;150074
222357;Breel;Embolo;47;151334
256780;Márton;Dárdai;23;153158
238271;Pál;Dárdai;23;152133
231167;Rodrigo;Saracho;52;150199
237892;Ralf;Seuntjens;34;148474
204684;Mats;Seuntjens;34;149570
211033;Luis Manuel;García;83;149828
257705;Uziel;García;83;152849
264229;Diego;García;45;152493
211022;Rubén;García;45;150023
227377;John;García;56;148522
214091;Gilberto;García;56;147663
260708;Martín;García;52;151891
260425;Ángel;García;83;152629
259664;Raziel;García;59;150239
228813;Aleix;García;45;151468
255092;Marco;García;83;152401
231668;Félix;García;56;146514
240109;Edson;García;83;151714
216302;Emmanuel;García;83;144686
259169;Ricardo;García;83;152414
259171;Felipe;García;83;152108
235675;Mateo;García;52;151177
239628;Andy;García;83;150771
235999;Luís;García;56;151733
240963;Juan Manuel;García;52;149781
217085;Víctor;García;61;150355
216194;Daniel;García;45;148853
221435;José Alberto;García;83;150611
246606;Francisco;García;45;152245
253416;Raúl;García;45;152692
240286;Joel;García;83;151756
228142;Santiago;García;56;150565
260721;Emiliano;García;83;153809
257511;Amaury;García;83;153103
252362;Matías;García;52;149392
229153;Levi;García;93;151613
259532;Joan;García;45;152874
245037;Eric;García;45;152759
240106;Epifanio;García;58;149646
244615;Brian Alberto;García;83;151563
216447;Álvaro;García;45;149763
230119;Luis;García;55;150963
196948;Boniek;García;81;146788
202824;Luis Arcadio;García;83;149912
194761;Borja;García;45;149038
240166;Nemanja;Mihajlović;51;150942
231207;Jhon;Lucumí;56;151831
242997;Linton;Maina;21;152193
229195;Lorenzo;Callegari;18;151712
219604;Moussa;Sao;18;148657
228759;Kenji-Van;Boto;124;150990
199416;Ibai;Gómez Pérez;45;148682
205705;Zouhair;Feddal;129;148724
215568;José Manuel;García Naranjo;45;150402
248165;Andrei;Rațiu;39;151825
220355;Alexander;Alegría Moreno;45;149746
257540;Ansgar;Knauff;21;153125
204234;Edgar;Badía;45;149505
255532;Isaac;Nuhu;117;153023
224294;Lewis;Cook;14;151323
